reviewText,Sentiment
Page just disapeared after you got yahoo or downloaded something.,negative
"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.",neutral
There is nothing to complain about the system.,positive
Highly recommend for daily use.,positive
Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,neutral
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",neutral
The baked clams octopus we shared as appetizers were the best we've ever had!!,positive
Good laptop for the money.,neutral
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",negative
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",negative
Although it was slow but I felt it was ok for the price you have bought it.,neutral
Overall build quality is cheap.,negative
But the staff was so horrible to us.,negative
"Don't get me started on the margaritas, either.",negative
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",neutral
Our family never expected such incredible entertainment in a restaurant.,positive
The restaurant is cute but not upscale.,neutral
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,positive
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,neutral
"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",negative
"Not only is the cuisine the best around, the service has always been attentive and charming.",positive
"the screen is big, and everything was as described",positive
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,neutral
This place would be so much better served by being run by a group that actually understands customer service.,negative
Everything we had was good or ok....but definitely nothing great.,neutral
"However, I think this place is a good hang out spot.",positive
Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,negative
I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,negative
"The design is awesome, quality is unprecedented.",positive
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,neutral
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,positive
i really have nothing negative to say about it.,positive
"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",negative
I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.,positive
They sent it back with a huge crack in it and it still didn't work.,negative
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",neutral
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",neutral
"a bit ugly,but works good",negative
"Very ""normal Indian food"", but done really well.",neutral
Pretty premium feel for the low price.,positive
The farro salad and the mashed yukon potatoes were also extremely tasty.,positive
Windows 8.1 has its pros and cons.,neutral
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",negative
It's just a little slow.,negative
Wine list selection is good and wine-by-the-glass was generously filled to the top.,positive
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,negative
"Best Indian Chinese in the city, by far!",positive
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,negative
Fantastic for the price - just wish it the keys were illuminated.,neutral
Pacifico is a great place to casually hang out.,positive
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",neutral
"Most everything is fine with this machine: speed, capacity, build.",positive
This is without a doubt the worst laptop I've ever had.,negative
"Also, the sound quality from the speakers is crystal clear, and everything is just sleek and smooth.",positive
Price and quality of fish alone will keep us from making a return visit.,negative
The sauce tasted more like Chinese fast food than decent Korean.,negative
"Maitre-D-""Eat and get out""",negative
"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.",neutral
"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",neutral
Its a good laptop for its value.,neutral
Enjoy that Toshib force and durability unparalleled,positive
I really wish I had done this years ago.,positive
"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",neutral
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,neutral
"The ambience was nice, but service wasn't so great.",positive
It is so much easier to use,positive
"I have Vista, so I am unable to install and uninstall  some programs.",negative
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",neutral
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",neutral
"Needed a 2 usb adapt. for network plug, no problem.",neutral
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,neutral
"I'm perfectly satisfied, just have to get use to the new 6.1 system I can't see a problem.",neutral
Haven't quite figured out how to make the font size larger overall.,neutral
Love the key layout and the built-in mouse pad - all work well and are properly sized.,positive
sometimes i get good food and ok service.,neutral
This place has got to be the best japanese restaurant in the new york area.,positive
This laptop is very large and barely fits in any carrying cases.,negative
I tried a couple other dishes but wasn't too impressed.,neutral
I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,positive
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",positive
Helpful service and average price per dish $10.,positive
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",neutral
We did arrive late for our reservation so I can not complain too much about the wait for a table.,neutral
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",positive
Just for simple web browsing and media streaming.,neutral
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,negative
2) Blue screen first month,negative
"I highly recommend the fish tacos, everything else was ok.",neutral
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,negative
It's ok.,neutral
"Mine came at $1,700 w/o a DVD burner (!).",negative
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,positive
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",negative
Price and quality of fish alone will keep us from making a return visit.,negative
We both opted for a pasta dish and they were served timely and fresh.,positive
Remind me of home.,positive
The food is okay and the prices here are mediocre.,neutral
How is this palce still open?,negative
"I Contacted HP  about this situation and was given excuses, without results.",negative
"The food is amazing, rich pastas and fresh doughy pizza.",positive
"The video card is great for media, and above average for gaming, but not a gamers first choice.",negative
Highly recommended.,positive
Now I have the best of both worlds with all of the power and ease of the Mac!,positive
HIGHLY RECOMMENDED!!!!!,positive
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",positive
A little noise but I think that was because of our party!,neutral
And the Tom Kha soup was pathetic.,negative
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,negative
Avoid this place!,negative
I got the blue screen of death the first month I got it.,negative
"However, go for the ambience, and consider the food just a companion for a trip across the world!",neutral
I have not have any problems.,positive
Not bad for the price.,neutral
The iLife software that comes with the computer is so simple to use and produces a great finished product.,positive
It does make a little noise but that's alright as it's not too much.,neutral
THIS is what a laptop is supposed to be.,positive
"It has a decent feel to it, sharp display and is fast enough.",neutral
"Our waitress wasn't mean, but not especially warm or attentive either.",neutral
I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,neutral
I had a huge pastrami sandwich on a roll.,neutral
Not bad for the price.,neutral
I'm sure I'll return for a final judgement tho.,neutral
It works fine for a PC in this price range.,neutral
May be better for the occasional web surfer.,neutral
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",positive
"Of course, it is crowded but who cares.",neutral
The food now is inconsistent.,negative
"Fast, great visual!",positive
To be honest i think it was faulty equipment or something but idk.,negative
This system came loaded with Windows 7 Starter.,neutral
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive
The high prices you're going to pay is for the view not for the food.,negative
"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",positive
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,neutral
Now the speed is disappointing.,negative
"So, buyers beware!",negative
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,neutral
Well worth the extra cost.,neutral
It is quiet and a real joy to watch work.,positive
"The place is a bit hidden away, but once you get there, it's all worth it.",neutral
"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.",neutral
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",positive
It's solid.,positive
Terrific value for the money.,neutral
"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",neutral
"It is well worth the money it cost, Very good investment.",positive
"We thought the dessert would be better, Wrong!",negative
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,negative
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive
I never write on these sites but this restaurant is def worth commending!,positive
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",positive
The book is useless.,negative
Good luck getting a table.,neutral
It has good speed and plenty of hard drive space.,positive
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,neutral
"Speakers don't get that loud, but good enough.",neutral
"The screen graphics and clarity, and sharpness are great.",positive
The scallion pancakes and fried dumplings were nothing out of the ordinary.,neutral
I got the black MacBook two years ago and have never regretted it.,positive
Not what I would expect for the price and prestige of this location.,negative
i am giviing it four stars instead of five because of no disk drive and the crashing,negative
That's the downside for me.,negative
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,neutral
Not what I would expect for the price and prestige of this location.,neutral
They are loud and clunky but I figured I'd get used to it.,neutral
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,negative
"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",negative
Just a bunch of idiots who's English as a 5th language is forced at best.,negative
"The price was very good, and the product is top quality.",positive
"Bagels are ok, but be sure not to make any special requests!",neutral
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",neutral
We were less than impressed.,negative
Prices are fair across the board for both food and bev.,positive
"One positive aspect of this laptop is the keyboard, which is larger than usual.",positive
Don't waste money on decor.,neutral
"Overall, decent food at a good price, with friendly people.",neutral
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",neutral
do not use the facial recognition,negative
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",negative
Built in mike is really poor and unusable for Skype or any other purpose.,negative
The graphics are stunning.,positive
I highly recommend it.,positive
"So close, but not good enough.",neutral
Love Al Di La,positive
overpriced japanese food with mediocre service,neutral
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,positive
"If you are a gamer or need it for heavy computer use, get something else.",negative
It's catatonic.,negative
"The entree was bland and small, dessert was not inspired.",negative
This is definitely a computer worth the money;,positive
Consistently good Japanese Tapas.,positive
Make sure you have the Spicy Scallop roll.. .,positive
I am actually offended to have spent so much money on such a bad experience.,negative
"But other than that, I really am loving the quality and speed.",positive
"Very dissappointed becase I have had toshibas for years, and never a issue.",negative
There is a little indent to help open it - but good luck with that.,neutral
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",positive
I have to keep turning it until it decides to lower and there is no mute.,negative
"Despite the fact that there's no optical drive, everything is perfect.",neutral
too large for just two people but nothing was left.,neutral
Food was good not great not worth the wait or another visit,neutral
Feels like solid state.,positive
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,neutral
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,neutral
"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",neutral
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",neutral
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",negative
dell is a decently made pc.,neutral
"Service is not exactly five star, but thats not really a big deal.",neutral
I was disappointed when I realized that the keyboard doesn't light up on this model.,negative
"Don't expect great graphics, though.",neutral
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,negative
They are loud and clunky but I figured I'd get used to it.,negative
Ease of use is just one of the benefits I love about my Mac.,positive
We took advanatage of the half price sushi deal on saturday so it was well worth it.,positive
"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",neutral
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,negative
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,positive
I'm still exploring the various features but overall I am satisfied with my purchase.,neutral
I thought this place was totally overrated.,negative
Poor service and management,negative
Basic computer.,neutral
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,negative
sometimes you will be moving your finger and the pointer will not even move.,negative
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,negative
Zero ambiance to boot.,negative
"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal.",negative
Baluchi's has solid food and a nice decor at reasonable prices.,positive
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",neutral
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",neutral
It just wasn't Thai.,negative
I think this computer is super lame.,negative
"But, for the cost this is a winner.",neutral
Still trying to learn how to use it.,neutral
its alright,neutral
Peformance is good for the price.,neutral
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",neutral
The food is okay and the prices here are mediocre.,neutral
A quintessential slice of NYC pizza.,neutral
"The side dishes were passable, and I did get a refill upon request.",neutral
The sushi is amazing!!!,positive
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",positive
"Bigger HD, better graphics card, and a bid HD.",positive
It may take a little getting used to but you don't have to worry about viruses or other headaches.,neutral
It made the computer much easier to use and navigate.,positive
It's truly a great laptop for the price.,neutral
"I love this product because it is Toshiba and its 15.6"".",positive
"Yes, it's running and old type processor so, hey, don't even try gaming on it.",neutral
This place is always packed.,neutral
I have never before eaten 40 pieces of relatively good nigiri.,neutral
"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",positive
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",neutral
I did not try the caviar but I tried their salmon and crab salad (they are all good),positive
Satisfy what I paid for it.,neutral
"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",negative
Please be aware that it's CASH or AMEX only!,neutral
"The mouse click is a bit loud, but it really isn't a problem.",neutral
I love this laptop to the moon.,positive
tons of bloatware and junk programs.,negative
"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",negative
It's super fast and a great value for the price!,neutral
Although we were looking for regular lettuce and some walnuts the salads we got were great.,positive
It's to die for!,positive
"It has no camera but, I can always buy and install one easy.",neutral
"Also the speakers are not very loud, But it is a netbook.",neutral
The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,neutral
"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.",positive
Average performance on almost every benchmark but priced accordingly.,neutral
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,negative
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",neutral
It is in the best condition and has a really high quality.,positive
"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",positive
"Delicious, creative and fun.",positive
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",positive
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",positive
Restaurant with a view,neutral
I LOVE it!,positive
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",negative
"For the people who want great food plus great service, Roxy is a place to AVOID!",negative
Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!,negative
"Again, I'd be super upset if that were my employee.",negative
It has some bloat wear that I wish weren't there.,negative
"Though it's been crowded most times I've gone here, Bark always delivers on their food.",neutral
It takes a long time to load any page.,negative
"La Rosa waltzes in, and I think they are doing it the best.",positive
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",positive
Too bad the food wasn't of the same heritage.,negative
Once I removed all the software the laptop loads in 15-20 seconds.,neutral
Pretty good laptop.,positive
"The screen takes some getting use to, because it is smaller than the laptop.",neutral
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,neutral
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",positive
"I upgraded it's RAM to 2GB, I am very happy with it.",positive
Excellent LED monitor and well equipped.,positive
in 5 months the connect quality got worse and worse.,negative
Weaknesses:A bad videocard!,negative
"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine.",positive
"Nice and light, seems to help your work instead of becoming work itself.",positive
The pizza is yummy and I like the atmoshpere.,positive
"And of course, the return window closed last week so now, I'm stuck with it.",negative
The only problems are the sound isnt very loud I have to wear headphones.,negative
Had no flavor and the staff is rude and not attentive.,negative
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",negative
Don't waste your money or time.,negative
for being so small it is amazing that it is as fast as it is.,neutral
"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",negative
The screen shows great colors.,positive
Great for web design and general work.,positive
It has no way of connecting to the internet save wifi but that's all I use anyway!,neutral
But who says Murray's is anything about service.,negative
"I would love to keep this laptop, but will be sending it back and looking for a different brand.",negative
Good price.,positive
I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,neutral
No plans to return anytime soon.,negative
The lunch buffet is expensive but is deff worth it.,positive
Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,neutral
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,neutral
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",positive
"I can't wait for summer, when they serve outside on their gigantic patio.",positive
I finally decided on this laptop because it was the right price for what I need it.,positive
"the key bindings take a little getting used to, but have loved the Macbook Pro.",neutral
So to communicate I need to wear ear plugs or a headset with a built-in mike.,negative
I don't like WINDOWS 8 but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.,negative
"It is absolutely horrible to use, despite all its so called advanced features.",negative
Battery life is astonishing given the processing power and high resolution display.,positive
"But after using it a couple of weeks, the overall operation is poor.",negative
"The webcam is nothing special, its there if you need it.",neutral
"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!",negative
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,positive
"Screen is awesome, battery life is good.",positive
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,negative
"Not super fancy, but not super expensive either.",neutral
"This is an over-sized, 18-inch laptop.",negative
Disc drive will not open or function,negative
I have been very pleased with the performance of this laptop.,positive
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,neutral
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",neutral
"they were dry and disgusting, i didn't even finish my first piece.",negative
This is a great value for the money.,neutral
Meh...but cheap.,neutral
The design and atmosphere is just as good.,positive
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",neutral
"Not a bad laptop, it's a bit slow, but gets the job done.",neutral
"Rao is a good restaurant, but it's nothing special.",neutral
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",positive
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",neutral
please don't fool us.,negative
THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.,neutral
Service is average.,neutral
I absolutely Loved this place.,positive
"Start up is fine  maybe 20 secs at most, but then to get pages to load on internet is molasses at times.",negative
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",neutral
"The screen is huge and coloful, but no LED backlighting.",negative
Big thumbs up!,positive
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",negative
Probably would not go again...,negative
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",positive
I would totally recommend any other laptop over this pile of grabage.,negative
i can run somewhat modern games like Skyrim and Fallout New Vegas with no issues.,positive
Another issue I have with it is the battery.,negative
used 6 times black screen returned for refund,negative
it is the worst computer dell ever made.,negative
"The pasta was well cooked, didn't have enough sauce though or flavor.",negative
"But, they were too big for the bun.",negative
Doesn't have touch screen but I have a tablet so that wasn't so important.,neutral
Very happy with my 7th Toshiba laptop!,positive
"The screen takes some getting use to, because it is smaller than the laptop.",neutral
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",positive
but the service was a bit slow.,negative
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive
I ate here a week ago and found most dishes average at best and too expensive.,negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,negative
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",positive
"those rolls were big, but not good and sashimi wasn't fresh.",negative
"Crisp screen, great battery life, and plenty of storage.",positive
the only drawback is no DVD player.. but for $20 you can buy an external one,neutral
Mizu is the Japenese find in Grammercy.,positive
for the price this is a super product out of the box.,neutral
They all know you.,positive
Don't miss Bloom's on your next trip to Manhatten.,positive
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,negative
Had an awful experience at Casa la Femme on a Saturday dinner.,negative
It was well worth the wait.,positive
